respondent_id,age_category,gender,race_ethnicity,race_hispanic,household_income,income_tier,crypto_heard_of,crypto_invested,crypto_currently_own,crypto_safety_confidence,crypto_reliability_confidence
201701258107,65+,A woman,Black or African-American,Black non-Hispanic,"$40,000 to less than $50,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201701258191,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"Yes, I have done this","No, I do not",Somewhat confident,Worse than you expected
201701258551,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
201701259134,65+,A man,White,Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701260307,65+,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201701260940,65+,A man,Mixed Race,Other,"$40,000 to less than $50,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201701261125,50-64,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
201701261721,65+,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701264035,65+,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701264956,50-64,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
201701265692,30-49,A man,Or some other race,Other,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701268247,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201701270781,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701271927,65+,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701273413,50-64,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701273628,65+,A man,Or some other race,Hispanic,"$30,000 to less than $40,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701274719,65+,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701275532,30-49,A man,Or some other race,Other,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Not at all confident,
201701276587,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201701277969,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
201701280309,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201701283220,50-64,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701284001,65+,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201701284756,65+,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"No, I have not done this",,Not very confident,
201701289485,50-64,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"No, I have not done this",,Not very confident,
201701289656,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701289895,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,Nothing at all,,,,
201701290295,65+,A woman,Mixed Race,Other,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701294216,65+,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A lot,"No, I have not done this",,Not at all confident,
201701294921,30-49,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,Nothing at all,,,,
201701600071,50-64,A man,Mixed Race,Other,"$50,000 to less than $60,000",Refused,Nothing at all,,,,
201701600231,65+,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Not very confident,
201701601003,65+,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701601037,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Somewhat confident,
201701601497,50-64,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Very confident,
201701602394,50-64,A woman,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701602937,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701602961,18-29,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201701603048,50-64,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,Nothing at all,,,,
201701603190,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701603310,65+,A man,Black or African-American,Black non-Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201701603465,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701603484,50-64,A woman,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201701603739,30-49,A man,Mixed Race,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
201701605699,30-49,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701606150,18-29,A woman,Mixed Race,Other,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701606521,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201701607001,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201701607476,50-64,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Lower income,A lot,"No, I have not done this",,Not at all confident,
201701607480,18-29,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"Yes, I have done this","No, I do not",Not at all confident,Worse than you expected
201701607904,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
201701608109,65+,A woman,Mixed Race,Other,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Somewhat confident,
201701608387,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701608390,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,Worse than you expected
201701609372,30-49,A woman,Mixed Race,Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701609441,30-49,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A lot,"No, I have not done this",,Very confident,
201701610536,18-29,A woman,White,Hispanic,"$100,000 or more",Middle income,Nothing at all,,,,
201701610762,30-49,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"Yes, I have done this","Yes, I do",Not very confident,About the same as you expected
201701610964,50-64,A woman,Mixed Race,Other,"$60,000 to less than $70,000",Middle income,A lot,"No, I have not done this",,Somewhat confident,
201701611060,30-49,A man,Black or African-American,Black non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
201701611096,18-29,A woman,Asian or Asian-American,Asian non-Hispanic,"$30,000 to less than $40,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701611152,30-49,A woman,White,Hispanic,"$40,000 to less than $50,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701612453,65+,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A little,"No, I have not done this",,Extremely confident,
201701612823,18-29,A woman,Asian or Asian-American,Asian non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
201701612937,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701613286,65+,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701613524,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701613588,50-64,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
201701614365,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201701614438,50-64,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701614857,65+,A woman,Mixed Race,Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701615366,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Somewhat confident,
201701616369,30-49,A man,White,Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701616800,65+,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701617953,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201701618677,30-49,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
201701619446,30-49,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
201701619456,65+,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Upper income,A little,"No, I have not done this",,Extremely confident,
201701619463,50-64,A man,White,Hispanic,"$40,000 to less than $50,000",Middle income,Nothing at all,,,,
201701620095,50-64,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701620576,50-64,A man,White,Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Not very confident,About the same as you expected
201701621299,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201701621782,65+,A woman,White,White non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Not at all confident,
201701621926,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201701621929,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,Nothing at all,,,,
201701622238,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701622285,30-49,A man,Mixed Race,Other,"$70,000 to less than $80,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,Better than you expected
201701622446,50-64,A man,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
201701622534,30-49,A man,Black or African-American,Black non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
201701622914,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701622976,30-49,A woman,White,Hispanic,"$70,000 to less than $80,000",Middle income,Nothing at all,,,,
201701623102,65+,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701624259,50-64,A woman,Or some other race,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
201701624795,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,Better than you expected
201701625140,30-49,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701626179,65+,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,Nothing at all,,,,
201701627727,65+,A woman,Black or African-American,Black non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
201701628100,30-49,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701629027,18-29,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"No, I have not done this",,Very confident,
201701629496,30-49,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701629537,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701630536,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701630863,30-49,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
201701631071,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701631683,30-49,A woman,White,Hispanic,"$30,000 to less than $40,000",Lower income,Nothing at all,,,,
201701633361,30-49,A man,White,Hispanic,"Less than $30,000",Refused,A little,"Yes, I have done this","Yes, I do",Not at all confident,Worse than you expected
201701634066,65+,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"No, I have not done this",,Not very confident,
201701634255,65+,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701634759,18-29,A man,Asian or Asian-American,Asian non-Hispanic,"$40,000 to less than $50,000",Middle income,A lot,"No, I have not done this",,Somewhat confident,
201701635609,50-64,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701635769,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701635779,30-49,A man,White,Hispanic,"$100,000 or more",Middle income,A little,"Yes, I have done this","No, I do not",Somewhat confident,Worse than you expected
201701636662,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","No, I do not",Not at all confident,Worse than you expected
201701636901,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701636928,65+,A woman,White,White non-Hispanic,Refused,Refused,A lot,"Yes, I have done this","No, I do not",Somewhat confident,Better than you expected
201701637121,30-49,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"No, I have not done this",,Somewhat confident,
201701637196,18-29,A man,Black or African-American,Black non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"Yes, I have done this","Yes, I do",Very confident,Worse than you expected
201701639224,50-64,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201701640014,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Somewhat confident,
201701640336,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201701640523,30-49,A man,White,Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201701641473,30-49,A man,Asian or Asian-American,Asian non-Hispanic,"$90,000 to less than $100,000",Upper income,A little,"No, I have not done this",,Not very confident,
201701643011,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
201701643053,18-29,A woman,Black or African-American,Black non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701643166,50-64,A woman,Or some other race,Hispanic,"$40,000 to less than $50,000",Lower income,Nothing at all,,,,
201701643175,65+,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701643262,30-49,A man,Or some other race,Other,"$100,000 or more",Upper income,A lot,"Yes, I have done this","No, I do not",Somewhat confident,About the same as you expected
201701643388,50-64,A man,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201701643850,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,Nothing at all,,,,
201701645082,65+,A woman,White,Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201701645957,65+,A man,Black or African-American,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701646732,30-49,A woman,Black or African-American,Black non-Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,Not sure
201701646756,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
201701647496,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701647575,30-49,A man,Mixed Race,Other,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Very confident,
201701647676,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701647711,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201701648316,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701648829,30-49,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"Yes, I have done this","No, I do not",Somewhat confident,Not sure
201701648997,50-64,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701649279,30-49,A woman,Mixed Race,Other,"$60,000 to less than $70,000",Lower income,A lot,"No, I have not done this",,Not very confident,
201701649728,30-49,A man,Black or African-American,Black non-Hispanic,"$80,000 to less than $90,000",Middle income,A lot,"No, I have not done this",,Not very confident,
201701649905,50-64,A woman,Refused,Hispanic,"$100,000 or more",Refused,Nothing at all,,,,
201701651035,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701651057,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701651701,65+,A woman,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
201701651794,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Somewhat confident,
201701652109,65+,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201701652152,50-64,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,Not sure
201701653417,30-49,A man,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,Better than you expected
201701653727,30-49,A man,White,Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,About the same as you expected
201701655314,50-64,A woman,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
201701656157,65+,A man,Or some other race,Other,"$40,000 to less than $50,000",Refused,A little,"No, I have not done this",,Not at all confident,
201701657354,65+,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701657660,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201701658035,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701658319,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701658716,65+,A man,Black or African-American,Black non-Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"No, I have not done this",,Not very confident,
201701658940,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,Nothing at all,,,,
201701659002,30-49,A woman,Refused,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701659298,50-64,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,Worse than you expected
201701660510,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701660516,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Somewhat confident,
201701660622,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701660909,50-64,A woman,Black or African-American,Black non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Extremely confident,
201701661123,30-49,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Upper income,A little,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
201701661147,30-49,A woman,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201701662260,30-49,A woman,Mixed Race,Other,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201701662558,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701662648,50-64,A man,Refused,Refused,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Somewhat confident,
201701662714,65+,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701664244,18-29,A man,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Not very confident,
201701664641,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
201701664888,50-64,A man,Black or African-American,Black non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
201701665154,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701665582,30-49,A man,White,Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701665628,50-64,A woman,White,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
201701665792,50-64,A woman,Black or African-American,Black non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701665943,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201701666392,30-49,A man,Black or African-American,Black non-Hispanic,"$30,000 to less than $40,000",Refused,Nothing at all,,,,
201701666727,30-49,A man,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Not very confident,About the same as you expected
201701667125,30-49,A man,White,Hispanic,"$50,000 to less than $60,000",Lower income,A lot,"No, I have not done this",,Not very confident,
201701667233,50-64,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701668677,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201701668698,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201701669369,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701669764,30-49,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Extremely confident,Worse than you expected
201701671197,30-49,A woman,White,Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","No, I do not",Somewhat confident,Better than you expected
201701671858,50-64,A woman,Black or African-American,Black non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701671884,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201701675153,65+,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,Better than you expected
201701676912,50-64,A woman,Mixed Race,Hispanic,"$30,000 to less than $40,000",Lower income,A lot,"No, I have not done this",,Not at all confident,
201701677542,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201701677591,30-49,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Upper income,A little,"No, I have not done this",,Not at all confident,
201701677878,50-64,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701678401,18-29,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701678593,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701678777,30-49,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701679157,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A lot,"No, I have not done this",,Somewhat confident,
201701679724,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Somewhat confident,
201701680038,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701681844,50-64,A woman,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
201701681985,30-49,A man,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Somewhat confident,
201701682236,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701682414,50-64,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701682656,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701683212,65+,A man,White,White non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Not at all confident,
201701684328,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,Refused,,Refused,
201701684527,65+,A woman,White,White non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Not very confident,
201701684661,65+,A man,Black or African-American,Black non-Hispanic,"Less than $30,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701684785,30-49,A man,White,Hispanic,"Less than $30,000",Refused,A little,"No, I have not done this",,Not at all confident,
201701684911,18-29,A man,White,Hispanic,"$80,000 to less than $90,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
201701686171,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201701687014,50-64,A woman,White,Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201701687546,65+,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701687851,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701688460,30-49,A woman,White,Hispanic,"$100,000 or more",Upper income,A little,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
201701688857,50-64,A man,Black or African-American,Black non-Hispanic,"$100,000 or more",Upper income,A little,"Yes, I have done this","No, I do not",Not very confident,About the same as you expected
201701688908,50-64,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201701690119,65+,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701690935,30-49,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701691779,18-29,A man,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201701692063,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
